NAME,HUMIDITY,LIGHT,NO_MAX,NO_MIN,NO2_MAX,NO2_MIN,OZONE_MAX,OZONE_MIN,PM10_MAX,PM10_MIN,PM2_MAX,PM2_MIN,SO2_MAX,SO2_MIN,CO_MAX,CO_MIN,CO2_MAX,CO2_MIN,SOUND,TEMPRATURE_MAX,TEMPRATURE_MIN,UV_MAX,UV_MIN,AIR_PRESSURE,LASTUPDATEDATETIME,Lattitude,Longitude
PMPML_Bus_Depot_Deccan_15,44.447,11.073,0,0,106,83,4,0,32,24,26,19,5,3,129,57,29,29,65.397,33,30,0,0,0.933,25/04/19 22:46,18.4517156,73.8561703
Rajashri_Shahu_Bus_stand_19,53.21,1.398,0,0,92,83,1,0,37,30,29,25,1,0,78,46,24,3,66.706,40,29,0,0,0.929,25/04/19 22:46,18.4822385,73.8580916
Karve Statue Square_5,48.464,0.481,0,0,100,78,7,0,36,23,30,19,4,3,133,82,29,29,65.453,34,30,0,0,0.931,25/04/19 22:46,18.5017272,73.8135954
Chitale Bandhu Corner_41,46.95,51.585,0,0,69,62,0,0,36,29,29,23,1,0,130,62,29,29,62.661,42,31,0,0,0.931,25/04/19 23:01,18.51557,73.8243931
Hadapsar_Gadital_01,43.547,0.957,0,0,144,126,0,0,37,31,29,25,2,1,152,88,29,29,76.614,40,31,0,0,0.883,25/04/19 23:01,18.5018335,73.9414776
Goodluck Square_Cafe_23,44.298,1.48,0,0,101,98,0,0,37,32,29,26,2,1,111,57,29,29,56.223,41,30,0,0,0.933,25/04/19 23:01,18.5343565,73.8260579
Karve Statue Square_5,48.486,0.481,0,0,100,78,7,0,36,23,30,19,4,3,133,82,29,29,65.483,34,30,0,0,0.931,25/04/19 23:01,18.5017272,73.8135954
Lullanagar_Square_14,43.569,0.798,0,0,104,69,0,0,38,32,30,26,0,0,110,68,29,29,63.388,42,30,0,0,0.927,25/04/19 23:01,18.4873065,73.8856497
Rajashri_Shahu_Bus_stand_19,53.21,1.374,0,0,92,83,1,0,37,30,29,25,1,0,78,46,24,3,66.706,40,29,0,0,0.929,25/04/19 23:01,18.4822385,73.8580916
Pune Railway Station_28,43.83,6.335,0,0,124,115,1,0,45,32,35,27,1,0,103,64,29,29,79.545,42,30,0,0,0.933,25/04/19 23:01,18.5250661,73.7929274
PMPML_Bus_Depot_Deccan_15,44.492,11.096,0,0,106,83,4,0,32,24,26,19,5,3,129,57,29,29,65.445,33,30,0,0,0.933,25/04/19 23:01,18.4517156,73.8561703
Goodluck Square_Cafe_23,44.298,1.497,0,0,101,98,0,0,37,32,29,26,2,1,111,57,29,29,56.223,41,30,0,0,0.933,25/04/19 23:16,18.5343565,73.8260579
Rajashri_Shahu_Bus_stand_19,53.21,1.383,0,0,92,83,1,0,37,30,29,25,1,0,78,46,24,3,66.706,40,29,0,0,0.929,25/04/19 23:16,18.4822385,73.8580916
Pune Railway Station_28,43.851,6.986,0,0,124,115,1,0,45,32,35,27,1,0,103,64,29,29,79.526,42,30,0,0,0.933,25/04/19 23:16,18.5250661,73.7929274
Chitale Bandhu Corner_41,46.95,51.578,0,0,69,62,0,0,36,29,29,23,1,0,130,62,29,29,62.661,42,31,0,0,0.931,25/04/19 23:16,18.51557,73.8243931
Hadapsar_Gadital_01,43.547,1.142,0,0,144,126,0,0,37,31,29,25,2,1,152,88,29,29,76.614,40,31,0,0,0.883,25/04/19 23:16,18.5018335,73.9414776
BopadiSquare_65,,,0,0,87,55,3,0,32,22,26,18,4,1,105,71,29,29,,43,31,0,0,,25/04/19 23:16,18.5594267,73.8286556
Lullanagar_Square_14,43.574,0.787,0,0,104,69,0,0,38,32,30,26,0,0,110,68,29,29,63.447,42,30,0,0,0.927,25/04/19 23:16,18.4873065,73.8856497
PMPML_Bus_Depot_Deccan_15,44.51,11.089,0,0,106,83,4,0,32,24,26,19,5,3,129,57,29,29,65.47,33,30,0,0,0.933,25/04/19 23:16,18.4517156,73.8561703
Karve Statue Square_5,48.497,0.494,0,0,100,78,7,0,36,23,30,19,4,3,133,82,29,29,65.495,34,30,0,0,0.931,25/04/19 23:16,18.5017272,73.8135954
Chitale Bandhu Corner_41,49.063,51.533,0,0,69,62,0,0,36,29,28,23,1,0,130,62,29,29,62.636,42,30,0,0,0.931,25/04/19 23:31,18.51557,73.8243931
PMPML_Bus_Depot_Deccan_15,51.022,12.454,0,0,103,83,4,0,31,24,25,19,5,3,129,57,29,29,75.806,33,30,0,0,0.934,25/04/19 23:31,18.4517156,73.8561703
Rajashri_Shahu_Bus_stand_19,55.618,1.363,0,0,92,83,1,0,36,30,29,25,1,0,78,46,27,3,66.113,40,28,0,0,0.929,25/04/19 23:31,18.4822385,73.8580916
Goodluck Square_Cafe_23,46.824,1.496,0,0,101,98,0,0,36,32,29,26,1,1,111,57,29,29,56.393,41,30,0,0,0.933,25/04/19 23:31,18.5343565,73.8260579
Hadapsar_Gadital_01,44.81,1.062,0,0,144,126,0,0,37,31,29,25,2,1,152,88,29,29,72.838,40,30,0,0,0.883,25/04/19 23:31,18.5018335,73.9414776
Pune Railway Station_28,46.235,6.536,0,0,124,116,1,0,45,32,35,27,1,0,103,64,29,29,80.002,42,29,0,0,0.934,25/04/19 23:31,18.5250661,73.7929274
Chitale Bandhu Corner_41,49.063,51.446,0,0,69,62,0,0,36,29,28,23,1,0,130,62,29,29,62.636,42,30,0,0,0.931,25/04/19 23:46,18.51557,73.8243931
BopadiSquare_65,,,0,0,83,55,3,0,30,22,25,18,4,1,105,71,29,29,,43,31,0,0,,25/04/19 23:46,18.5594267,73.8286556
Goodluck Square_Cafe_23,46.824,1.498,0,0,101,98,0,0,36,32,29,26,1,1,111,57,29,29,56.393,41,30,0,0,0.933,25/04/19 23:46,18.5343565,73.8260579
Hadapsar_Gadital_01,44.907,0.988,0,0,144,126,0,0,37,31,29,25,2,1,152,88,29,29,72.128,40,30,0,0,0.883,25/04/19 23:46,18.5018335,73.9414776
PMPML_Bus_Depot_Deccan_15,51.062,12.217,0,0,103,83,4,0,31,24,25,19,5,3,129,57,29,29,76.497,33,30,0,0,0.934,25/04/19 23:46,18.4517156,73.8561703
Rajashri_Shahu_Bus_stand_19,55.618,1.352,0,0,92,83,1,0,36,30,29,25,1,0,78,46,27,3,66.113,40,28,0,0,0.929,25/04/19 23:46,18.4822385,73.8580916
Karve Statue Square_5,49.992,0.508,0,0,100,78,7,0,36,23,30,19,4,2,133,82,29,29,65.245,34,30,0,0,0.931,25/04/19 23:46,18.5017272,73.8135954
Pune Railway Station_28,46.256,7.141,0,0,124,116,1,0,45,32,35,27,1,0,103,64,29,29,80.01,42,29,0,0,0.934,25/04/19 23:46,18.5250661,73.7929274
Lullanagar_Square_14,43.473,0.814,0,0,104,69,0,0,37,32,29,26,0,0,110,68,29,29,65.049,42,30,0,0,0.927,25/04/19 23:46,18.4873065,73.8856497
Chitale Bandhu Corner_41,49.063,51.477,0,0,69,62,0,0,36,29,28,23,1,0,130,62,29,29,62.636,42,30,0,0,0.931,26/04/19 0:01,18.51557,73.8243931
Pune Railway Station_28,46.261,8.269,0,0,124,116,1,0,45,32,35,27,1,0,103,64,29,29,79.995,42,29,0,0,0.934,26/04/19 0:01,18.5250661,73.7929274
Rajashri_Shahu_Bus_stand_19,55.618,1.355,0,0,92,83,1,0,36,30,29,25,1,0,78,46,27,3,66.113,40,28,0,0,0.929,26/04/19 0:01,18.4822385,73.8580916
Lullanagar_Square_14,43.613,0.758,0,0,104,69,0,0,37,32,29,26,0,0,110,68,29,29,64.976,42,30,0,0,0.927,26/04/19 0:01,18.4873065,73.8856497
Hadapsar_Gadital_01,44.927,1.044,0,0,144,126,0,0,37,31,29,25,2,1,152,88,29,29,71.943,40,30,0,0,0.883,26/04/19 0:01,18.5018335,73.9414776
Karve Statue Square_5,49.994,0.429,0,0,100,78,7,0,36,23,30,19,4,2,133,82,29,29,65.212,34,30,0,0,0.931,26/04/19 0:01,18.5017272,73.8135954
PMPML_Bus_Depot_Deccan_15,51.1,12.006,0,0,103,83,4,0,31,24,25,19,5,3,129,57,29,29,77.157,33,30,0,0,0.934,26/04/19 0:01,18.4517156,73.8561703
Goodluck Square_Cafe_23,46.824,1.491,0,0,101,98,0,0,36,32,29,26,1,1,111,57,29,29,56.393,41,30,0,0,0.933,26/04/19 0:01,18.5343565,73.8260579
Goodluck Square_Cafe_23,46.824,1.502,0,0,101,98,0,0,36,32,29,26,1,1,111,57,29,29,56.393,41,30,0,0,0.933,26/04/19 0:16,18.5343565,73.8260579
Chitale Bandhu Corner_41,49.063,51.806,0,0,69,62,0,0,36,29,28,23,1,0,130,62,29,29,62.636,42,30,0,0,0.931,26/04/19 0:16,18.51557,73.8243931
Hadapsar_Gadital_01,44.927,1.113,0,0,144,126,0,0,37,31,29,25,2,1,152,88,29,29,71.943,40,30,0,0,0.883,26/04/19 0:16,18.5018335,73.9414776
Pune Railway Station_28,46.264,7.783,0,0,124,116,1,0,45,32,35,27,1,0,103,64,29,29,79.97,42,29,0,0,0.934,26/04/19 0:16,18.5250661,73.7929274
BopadiSquare_65,,,0,0,83,55,3,0,30,22,25,18,4,1,105,71,29,29,,43,31,0,0,,26/04/19 0:16,18.5594267,73.8286556
Rajashri_Shahu_Bus_stand_19,55.618,1.378,0,0,92,83,1,0,36,30,29,25,1,0,78,46,27,3,66.113,40,28,0,0,0.929,26/04/19 0:16,18.4822385,73.8580916
Lullanagar_Square_14,43.702,0.814,0,0,104,69,0,0,37,32,29,26,0,0,110,68,29,29,64.928,42,30,0,0,0.927,26/04/19 0:16,18.4873065,73.8856497
Karve Statue Square_5,49.996,0.473,0,0,100,78,7,0,36,23,30,19,4,2,133,82,29,29,65.196,34,30,0,0,0.931,26/04/19 0:16,18.5017272,73.8135954
PMPML_Bus_Depot_Deccan_15,51.124,11.736,0,0,103,83,4,0,31,24,25,19,5,3,129,57,29,29,77.567,33,30,0,0,0.934,26/04/19 0:16,18.4517156,73.8561703
Hadapsar_Gadital_01,46.424,2.187,0,0,144,126,0,0,36,31,28,25,2,1,152,88,29,29,72.854,40,30,0,0,0.882,26/04/19 0:31,18.5018335,73.9414776
Chitale Bandhu Corner_41,49.733,44.339,0,0,69,62,0,0,35,29,28,23,1,0,130,62,29,29,63.941,42,30,0,0,0.932,26/04/19 0:31,18.51557,73.8243931
Goodluck Square_Cafe_23,50.497,1.779,0,0,100,98,0,0,35,32,28,26,1,1,111,57,29,29,56.968,41,30,0,0,0.934,26/04/19 0:31,18.5343565,73.8260579
PMPML_Bus_Depot_Deccan_15,52.776,12.543,0,0,104,83,4,0,29,24,24,19,5,3,129,57,29,29,79.472,33,29,0,0,0.934,26/04/19 0:31,18.4517156,73.8561703
Rajashri_Shahu_Bus_stand_19,56.538,1.79,0,0,91,83,1,0,35,30,28,25,1,0,78,46,28,3,66.185,40,28,0,0,0.93,26/04/19 0:31,18.4822385,73.8580916
Pune Railway Station_28,45.231,7.721,0,0,124,115,1,0,44,32,35,27,0,0,103,64,29,29,81.321,42,29,0,0,0.934,26/04/19 0:31,18.5250661,73.7929274
Lullanagar_Square_14,46.295,1.445,0,0,104,69,0,0,36,32,29,26,0,0,110,68,29,29,65.735,42,30,0,0,0.928,26/04/19 0:31,18.4873065,73.8856497
BopadiSquare_65,,,0,0,89,55,3,0,32,22,26,18,4,1,105,71,29,29,,43,31,0,0,,26/04/19 0:46,18.5594267,73.8286556
Goodluck Square_Cafe_23,50.497,7.01,0,0,100,98,0,0,35,32,28,26,1,1,111,57,29,29,56.968,41,30,0,0,0.934,26/04/19 0:46,18.5343565,73.8260579
Chitale Bandhu Corner_41,49.733,52.49,0,0,69,62,0,0,35,29,28,23,1,0,130,62,29,29,63.941,42,30,0,0,0.932,26/04/19 0:46,18.51557,73.8243931
Karve Statue Square_5,53.32,5.57,0,0,100,78,7,0,36,23,30,19,4,2,133,82,29,29,65.152,34,29,0,0,0.932,26/04/19 0:46,18.5017272,73.8135954
Lullanagar_Square_14,46.409,25.21,0,0,104,69,0,0,36,32,29,26,0,0,110,68,29,29,65.638,42,30,0,0,0.928,26/04/19 0:46,18.4873065,73.8856497
Rajashri_Shahu_Bus_stand_19,56.69,16.776,0,0,91,83,1,0,35,30,28,25,1,0,78,46,28,3,66.118,40,28,0,0,0.93,26/04/19 0:46,18.4822385,73.8580916
Pune Railway Station_28,45.373,29.058,0,0,124,115,1,0,44,32,35,27,0,0,103,64,29,29,81.305,42,29,0,0,0.934,26/04/19 0:46,18.5250661,73.7929274
PMPML_Bus_Depot_Deccan_15,52.909,23.035,0,0,104,83,4,0,29,24,24,19,5,3,129,57,29,29,79.167,33,29,0,0,0.934,26/04/19 0:46,18.4517156,73.8561703
Hadapsar_Gadital_01,46.471,22.818,0,0,144,126,0,0,36,31,28,25,2,1,152,88,29,29,72.692,40,30,0,0,0.882,26/04/19 0:46,18.5018335,73.9414776
Chitale Bandhu Corner_41,49.733,178.859,0,0,69,62,0,0,35,29,28,23,1,0,130,62,29,29,63.941,42,30,0,0,0.932,26/04/19 1:01,18.51557,73.8243931
Goodluck Square_Cafe_23,50.497,33.572,0,0,100,98,0,0,35,32,28,26,1,1,111,57,29,29,56.968,41,30,0,0,0.934,26/04/19 1:01,18.5343565,73.8260579
Hadapsar_Gadital_01,46.471,81.612,0,0,144,126,0,0,36,31,28,25,2,1,152,88,29,29,72.692,40,30,0,0,0.882,26/04/19 1:01,18.5018335,73.9414776
Karve Statue Square_5,53.424,33.834,0,0,100,78,7,0,36,23,30,19,4,2,133,82,29,29,65.097,34,29,0,0,0.932,26/04/19 1:01,18.5017272,73.8135954
Lullanagar_Square_14,46.473,162.59,0,0,104,69,0,0,36,32,29,26,0,0,110,68,29,29,65.57,42,30,0,0,0.928,26/04/19 1:01,18.4873065,73.8856497
Rajashri_Shahu_Bus_stand_19,56.742,53.749,0,0,91,83,1,0,35,30,28,25,1,0,78,46,28,3,66.156,40,28,0,0,0.93,26/04/19 1:01,18.4822385,73.8580916
Pune Railway Station_28,45.437,102.281,0,0,124,115,1,0,44,32,35,27,0,0,103,64,29,29,81.302,42,29,0,0,0.934,26/04/19 1:01,18.5250661,73.7929274
PMPML_Bus_Depot_Deccan_15,52.941,111.87,0,0,104,83,4,0,29,24,24,19,5,3,129,57,29,29,79.094,33,29,0,0,0.934,26/04/19 1:01,18.4517156,73.8561703
Chitale Bandhu Corner_41,49.733,528.614,0,0,69,62,0,0,35,29,28,23,1,0,130,62,29,29,63.941,42,30,0,0,0.932,26/04/19 1:16,18.51557,73.8243931
Goodluck Square_Cafe_23,50.497,108.621,0,0,100,98,0,0,35,32,28,26,1,1,111,57,29,29,56.968,41,30,0,0,0.934,26/04/19 1:16,18.5343565,73.8260579
BopadiSquare_65,57.512,,0,0,89,55,3,0,32,22,26,18,4,1,105,71,29,29,,43,31,0,0,,26/04/19 1:16,18.5594267,73.8286556
Rajashri_Shahu_Bus_stand_19,56.784,184.193,0,0,91,83,1,0,35,30,28,25,1,0,78,46,28,3,66.129,40,28,0,0,0.93,26/04/19 1:16,18.4822385,73.8580916
Karve Statue Square_5,53.424,95.084,0,0,100,78,7,0,36,23,30,19,4,2,133,82,29,29,65.097,34,29,0,0,0.932,26/04/19 1:16,18.5017272,73.8135954
Hadapsar_Gadital_01,46.471,274.682,0,0,144,126,0,0,36,31,28,25,2,1,152,88,29,29,72.692,40,30,0,0,0.882,26/04/19 1:16,18.5018335,73.9414776
Lullanagar_Square_14,46.484,558.542,0,0,104,69,0,0,36,32,29,26,0,0,110,68,29,29,65.559,42,30,0,0,0.928,26/04/19 1:16,18.4873065,73.8856497
PMPML_Bus_Depot_Deccan_15,52.962,380.485,0,0,104,83,4,0,29,24,24,19,5,3,129,57,29,29,79.066,33,29,0,0,0.934,26/04/19 1:16,18.4517156,73.8561703
Pune Railway Station_28,45.504,315.433,0,0,124,115,1,0,44,32,35,27,0,0,103,64,29,29,81.3,42,29,0,0,0.934,26/04/19 1:16,18.5250661,73.7929274
Chitale Bandhu Corner_41,46.749,1017.813,0,0,70,62,0,0,34,29,27,23,0,0,130,62,29,29,68.201,42,30,0,0,0.933,26/04/19 1:32,18.51557,73.8243931
Goodluck Square_Cafe_23,49.016,283.023,0,0,100,98,0,0,35,32,28,26,1,1,111,57,29,29,57.419,41,30,0,0,0.935,26/04/19 1:32,18.5343565,73.8260579
Hadapsar_Gadital_01,45.504,618.366,0,0,144,126,0,0,35,31,28,25,2,1,152,88,29,29,72.328,40,30,0,0,0.882,26/04/19 1:32,18.5018335,73.9414776
Pune Railway Station_28,47.835,658.763,0,0,124,113,1,0,43,32,35,27,0,0,103,64,29,29,82.393,42,29,0,0,0.935,26/04/19 1:32,18.5250661,73.7929274
PMPML_Bus_Depot_Deccan_15,54.315,833.963,0,0,104,83,4,0,29,24,23,19,5,3,129,57,29,29,74.598,33,29,0,0,0.935,26/04/19 1:32,18.4517156,73.8561703
Karve Statue Square_5,57.561,207.959,0,0,101,78,7,0,36,23,30,19,4,2,133,82,29,29,64.37,34,29,0,0,0.933,26/04/19 1:32,18.5017272,73.8135954
Lullanagar_Square_14,49.9,1228.835,0,0,104,69,0,0,35,32,29,25,0,0,110,68,29,29,65.582,42,29,0,0,0.929,26/04/19 1:32,18.4873065,73.8856497
Rajashri_Shahu_Bus_stand_19,59.194,384.415,0,0,91,83,1,0,34,30,28,25,1,0,78,46,29,3,65.652,40,28,0,0,0.931,26/04/19 1:32,18.4822385,73.8580916
Chitale Bandhu Corner_41,46.749,1456.646,0,0,70,62,0,0,34,29,27,23,0,0,130,62,29,29,68.201,42,30,0,0,0.933,26/04/19 1:46,18.51557,73.8243931
PMPML_Bus_Depot_Deccan_15,54.143,1327.43,0,0,104,83,4,0,29,24,23,19,5,3,129,57,29,29,74.879,33,29,0,0,0.935,26/04/19 1:46,18.4517156,73.8561703
Karve Statue Square_5,57.578,232.878,0,0,101,78,7,0,36,23,30,19,4,2,133,82,29,29,64.399,34,29,0,0,0.933,26/04/19 1:46,18.5017272,73.8135954
Goodluck Square_Cafe_23,49.016,424.365,0,0,100,98,0,0,35,32,28,26,1,1,111,57,29,29,57.419,41,30,0,0,0.935,26/04/19 1:46,18.5343565,73.8260579
Hadapsar_Gadital_01,45.514,945.214,0,0,144,126,0,0,35,31,28,25,2,1,152,88,29,29,72.583,40,30,0,0,0.882,26/04/19 1:46,18.5018335,73.9414776
Rajashri_Shahu_Bus_stand_19,59.194,485.912,0,0,91,83,1,0,34,30,28,25,1,0,78,46,29,3,65.652,40,28,0,0,0.931,26/04/19 1:46,18.4822385,73.8580916
Pune Railway Station_28,47.849,939.02,0,0,124,113,1,0,43,32,35,27,0,0,103,64,29,29,82.429,42,29,0,0,0.935,26/04/19 1:46,18.5250661,73.7929274
Lullanagar_Square_14,49.953,1371.029,0,0,104,69,0,0,35,32,29,25,0,0,110,68,29,29,65.678,42,29,0,0,0.929,26/04/19 1:46,18.4873065,73.8856497
Chitale Bandhu Corner_41,46.749,1736.018,0,0,70,62,0,0,34,29,27,23,0,0,130,62,29,29,68.201,42,30,0,0,0.933,26/04/19 2:01,18.51557,73.8243931
BopadiSquare_65,57.732,7394.412,0,0,93,55,3,0,33,22,27,18,4,1,105,71,29,29,94.746,43,26,0,0,0.935,26/04/19 2:01,18.5594267,73.8286556
Goodluck Square_Cafe_23,49.016,297.418,0,0,100,98,0,0,35,32,28,26,1,1,111,57,29,29,57.419,41,30,0,0,0.935,26/04/19 2:01,18.5343565,73.8260579
PMPML_Bus_Depot_Deccan_15,54.123,1214.759,0,0,104,83,4,0,29,24,23,19,5,3,129,57,29,29,75.049,33,29,0,0,0.935,26/04/19 2:01,18.4517156,73.8561703
Hadapsar_Gadital_01,45.514,1328.47,0,0,144,126,0,0,35,31,28,25,2,1,152,88,29,29,72.571,40,30,0,0,0.882,26/04/19 2:01,18.5018335,73.9414776
Rajashri_Shahu_Bus_stand_19,59.194,527.932,0,0,91,83,1,0,34,30,28,25,1,0,78,46,29,3,65.652,40,28,0,0,0.931,26/04/19 2:01,18.4822385,73.8580916
Lullanagar_Square_14,49.995,1222.139,0,0,104,69,0,0,35,32,29,25,0,0,110,68,29,29,65.773,42,29,0,0,0.929,26/04/19 2:01,18.4873065,73.8856497
Rajashri_Shahu_Bus_stand_19,59.194,806.718,0,0,91,83,1,0,34,30,28,25,1,0,78,46,29,3,65.652,40,28,0,0,0.931,26/04/19 2:16,18.4822385,73.8580916
Lullanagar_Square_14,50.018,2187.236,0,0,104,69,0,0,35,32,29,25,0,0,110,68,29,29,65.828,42,29,0,0,0.929,26/04/19 2:16,18.4873065,73.8856497
Pune Railway Station_28,47.849,1370.054,0,0,124,113,1,0,43,32,35,27,0,0,103,64,29,29,82.413,42,29,0,0,0.935,26/04/19 2:16,18.5250661,73.7929274
Karve Statue Square_5,57.591,335.033,0,0,101,78,7,0,36,23,30,19,4,2,133,82,29,29,64.436,34,29,0,0,0.933,26/04/19 2:16,18.5017272,73.8135954
Chitale Bandhu Corner_41,46.749,2305.879,0,0,70,62,0,0,34,29,27,23,0,0,130,62,29,29,68.201,42,30,0,0,0.933,26/04/19 2:16,18.51557,73.8243931
Hadapsar_Gadital_01,45.513,1736.043,0,0,144,126,0,0,35,31,28,25,2,1,152,88,29,29,72.567,40,30,0,0,0.882,26/04/19 2:16,18.5018335,73.9414776
Goodluck Square_Cafe_23,49.016,436.804,0,0,100,98,0,0,35,32,28,26,1,1,111,57,29,29,57.419,41,30,0,0,0.935,26/04/19 2:16,18.5343565,73.8260579
PMPML_Bus_Depot_Deccan_15,54.111,1527.532,0,0,104,83,4,0,29,24,23,19,5,3,129,57,29,29,75.153,33,29,0,0,0.935,26/04/19 2:16,18.4517156,73.8561703
Chitale Bandhu Corner_41,46.849,2911.53,0,0,70,62,0,0,34,29,27,23,0,0,130,62,29,29,69.008,42,30,0,0,0.934,26/04/19 2:31,18.51557,73.8243931
Hadapsar_Gadital_01,45.59,2557.732,0,0,144,126,0,0,34,31,27,25,2,1,152,88,29,29,75.982,40,30,0,0,0.882,26/04/19 2:31,18.5018335,73.9414776
Karve Statue Square_5,53.773,484.386,0,0,101,78,7,0,36,23,30,19,4,1,133,82,29,29,67.418,34,29,0,0,0.934,26/04/19 2:31,18.5017272,73.8135954
Lullanagar_Square_14,49.493,17674.241,0,0,104,69,0,0,35,31,29,25,0,0,110,68,29,29,66.308,42,29,0,0,0.93,26/04/19 2:31,18.4873065,73.8856497
Pune Railway Station_28,44.079,1954.365,0,0,124,113,1,0,43,32,35,27,0,0,103,64,29,29,82.848,42,29,0,0,0.936,26/04/19 2:31,18.5250661,73.7929274
PMPML_Bus_Depot_Deccan_15,50.262,2617.781,0,0,104,83,4,0,29,24,23,19,5,3,129,57,29,29,79.611,33,29,0.1,0.1,0.936,26/04/19 2:31,18.4517156,73.8561703
Chitale Bandhu Corner_41,46.849,3043.261,0,0,70,62,0,0,34,29,27,23,0,0,130,62,29,29,69.008,42,30,0,0,0.934,26/04/19 2:46,18.51557,73.8243931
Lullanagar_Square_14,49.431,8749.504,0,0,104,69,0,0,35,31,29,25,0,0,110,68,29,29,66.402,42,29,0,0,0.93,26/04/19 2:46,18.4873065,73.8856497
Karve Statue Square_5,53.284,583.442,0,0,101,78,7,0,36,23,30,19,4,1,133,82,29,29,67.203,34,29,0,0,0.934,26/04/19 2:46,18.5017272,73.8135954
Goodluck Square_Cafe_23,44.497,1465.27,0,0,100,98,0,0,34,32,28,26,1,1,111,57,29,29,58.098,41,30,0,0,0.936,26/04/19 2:46,18.5343565,73.8260579
PMPML_Bus_Depot_Deccan_15,50.333,3164.26,0,0,104,83,4,0,29,24,23,19,5,3,129,57,29,29,79.43,33,29,0.1,0.1,0.936,26/04/19 2:46,18.4517156,73.8561703
Hadapsar_Gadital_01,45.539,2425.275,0,0,144,126,0,0,34,31,27,25,2,1,152,88,29,29,75.515,40,30,0,0,0.882,26/04/19 2:46,18.5018335,73.9414776
Rajashri_Shahu_Bus_stand_19,57.26,2184.12,0,0,91,83,1,0,34,30,27,25,1,0,78,47,29,3,65.366,40,28,0.1,0.1,0.932,26/04/19 2:46,18.4822385,73.8580916
Chitale Bandhu Corner_41,46.849,3302.634,0,0,70,62,0,0,34,29,27,23,0,0,130,62,29,29,69.008,42,30,0,0,0.934,26/04/19 3:01,18.51557,73.8243931
Goodluck Square_Cafe_23,44.497,1743.762,0,0,100,98,0,0,34,32,28,26,1,1,111,57,29,29,58.098,41,30,0,0,0.936,26/04/19 3:01,18.5343565,73.8260579
Pune Railway Station_28,43.818,2639.113,0,0,124,113,1,0,43,32,35,27,0,0,103,64,29,29,82.807,42,29,0.1,0.1,0.936,26/04/19 3:01,18.5250661,73.7929274
Hadapsar_Gadital_01,45.539,2745.259,0,0,144,126,0,0,34,31,27,25,2,1,152,88,29,29,75.515,40,30,0,0,0.882,26/04/19 3:01,18.5018335,73.9414776
Karve Statue Square_5,53.048,1131.803,0,0,101,78,7,0,36,23,30,19,4,1,133,82,29,29,67.149,34,29,0,0,0.934,26/04/19 3:01,18.5017272,73.8135954
Rajashri_Shahu_Bus_stand_19,57.007,2417.136,0,0,91,83,1,0,34,30,27,25,1,0,78,47,29,3,65.298,40,28,0.1,0.1,0.932,26/04/19 3:01,18.4822385,73.8580916
Lullanagar_Square_14,49.389,6470.239,0,0,104,69,0,0,35,31,29,25,0,0,110,68,29,29,66.447,42,29,0,0,0.93,26/04/19 3:01,18.4873065,73.8856497
Hadapsar_Gadital_01,45.539,3071.206,0,0,144,126,0,0,34,31,27,25,2,1,152,88,29,29,75.515,40,30,0,0,0.882,26/04/19 3:16,18.5018335,73.9414776
Pune Railway Station_28,43.723,2842.776,0,0,124,113,1,0,43,32,35,27,0,0,103,64,29,29,82.796,42,29,0.1,0.1,0.936,26/04/19 3:16,18.5250661,73.7929274
Chitale Bandhu Corner_41,46.849,3576.023,0,0,70,62,0,0,34,29,27,23,0,0,130,62,29,29,69.008,42,30,0,0,0.934,26/04/19 3:16,18.51557,73.8243931
Goodluck Square_Cafe_23,44.497,1896.034,0,0,100,98,0,0,34,32,28,26,1,1,111,57,29,29,58.098,41,30,0,0,0.936,26/04/19 3:16,18.5343565,73.8260579
PMPML_Bus_Depot_Deccan_15,50.359,20703.924,0,0,104,83,4,0,29,24,23,19,5,3,129,57,29,29,79.368,33,29,0.1,0.1,0.936,26/04/19 3:16,18.4517156,73.8561703
Karve Statue Square_5,53.048,884.91,0,0,101,78,7,0,36,23,30,19,4,1,133,82,29,29,67.149,34,29,0,0,0.934,26/04/19 3:16,18.5017272,73.8135954
Lullanagar_Square_14,49.38,8688.538,0,0,104,69,0,0,35,31,29,25,0,0,110,68,29,29,66.44,42,29,0,0,0.93,26/04/19 3:16,18.4873065,73.8856497
Rajashri_Shahu_Bus_stand_19,57.007,2576.841,0,0,91,83,1,0,34,30,27,25,1,0,78,47,29,3,65.298,40,28,0.1,0.1,0.932,26/04/19 3:16,18.4822385,73.8580916
Goodluck Square_Cafe_23,38.361,2048.607,0,0,101,98,0,0,34,32,28,26,1,1,111,57,29,29,58.255,41,30,0.4,0.4,0.936,26/04/19 3:31,18.5343565,73.8260579
Chitale Bandhu Corner_41,39.745,3853.346,0,0,71,62,0,0,33,29,27,23,0,0,130,62,29,29,71.148,42,30,0.4,0.4,0.935,26/04/19 3:31,18.51557,73.8243931
Karve Statue Square_5,50.351,923.665,0,0,101,78,7,0,36,23,30,19,4,1,133,82,29,29,66.976,34,29,0,0,0.935,26/04/19 3:31,18.5017272,73.8135954
Rajashri_Shahu_Bus_stand_19,41.871,2689.972,0,0,91,83,1,0,33,30,27,25,1,0,78,48,29,3,65.728,40,28,0.5,0.1,0.932,26/04/19 3:31,18.4822385,73.8580916
